C:\Users\Soumitra\Desktop\machine learning\IMG\center_2019_07_01_21_57_15_306.jpg,C:\Users\Soumitra\Desktop\machine learning\IMG\left_2019_07_01_21_57_15_306.jpg,C:\Users\Soumitra\Desktop\machine learning\IMG\right_2019_07_01_21_57_15_306.jpg,0,0,0,19.00907
C:\Users\Soumitra\Desktop\machine learning\IMG\center_2019_07_01_21_57_15_395.jpg,C:\Users\Soumitra\Desktop\machine learning\IMG\left_2019_07_01_21_57_15_395.jpg,C:\Users\Soumitra\Desktop\machine learning\IMG\right_2019_07_01_21_57_15_395.jpg,0,0,0,18.81634
C:\Users\Soumitra\Desktop\machine learning\IMG\center_2019_07_01_21_57_15_491.jpg,C:\Users\Soumitra\Desktop\machine learning\IMG\left_2019_07_01_21_57_15_491.jpg,C:\Users\Soumitra\Desktop\machine learning\IMG\right_2019_07_01_21_57_15_491.jpg,0,0,0,18.66354
C:\Users\Soumitra\Desktop\machine learning\IMG\center_2019_07_01_21_57_15_596.jpg,C:\Users\Soumitra\Desktop\machine learning\IMG\left_2019_07_01_21_57_15_596.jpg,C:\Users\Soumitra\Desktop\machine learning\IMG\right_2019_07_01_21_57_15_596.jpg,0,0,0,18.43664
C:\Users\Soumitra\Desktop\machine learning\IMG\center_2019_07_01_21_57_15_708.jpg,C:\Users\Soumitra\Desktop\machine learning\IMG\left_2019_07_01_21_57_15_708.jpg,C:\Users\Soumitra\Desktop\machine learning\IMG\right_2019_07_01_21_57_15_708.jpg,0,0,0,18.2497
C:\Users\Soumitra\Desktop\machine learning\IMG\center_2019_07_01_21_57_15_804.jpg,C:\Users\Soumitra\Desktop\machine learning\IMG\left_2019_07_01_21_57_15_804.jpg,C:\Users\Soumitra\Desktop\machine learning\IMG\right_2019_07_01_21_57_15_804.jpg,0,0,0,18.06444
C:\Users\Soumitra\Desktop\machine learning\IMG\center_2019_07_01_21_57_15_908.jpg,C:\Users\Soumitra\Desktop\machine learning\IMG\left_2019_07_01_21_57_15_908.jpg,C:\Users\Soumitra\Desktop\machine learning\IMG\right_2019_07_01_21_57_15_908.jpg,0,0,0,17.88097
C:\Users\Soumitra\Desktop\machine learning\IMG\center_2019_07_01_21_57_16_005.jpg,C:\Users\Soumitra\Desktop\machine learning\IMG\left_2019_07_01_21_57_16_005.jpg,C:\Users\Soumitra\Desktop\machine learning\IMG\right_2019_07_01_21_57_16_005.jpg,0,0,0,17.69655
C:\Users\Soumitra\Desktop\machine learning\IMG\center_2019_07_01_21_57_16_086.jpg,C:\Users\Soumitra\Desktop\machine learning\IMG\left_2019_07_01_21_57_16_086.jpg,C:\Users\Soumitra\Desktop\machine learning\IMG\right_2019_07_01_21_57_16_086.jpg,0,0,0,17.54952
C:\Users\Soumitra\Desktop\machine learning\IMG\center_2019_07_01_21_57_16_170.jpg,C:\Users\Soumitra\Desktop\machine learning\IMG\left_2019_07_01_21_57_16_170.jpg,C:\Users\Soumitra\Desktop\machine learning\IMG\right_2019_07_01_21_57_16_170.jpg,0,0,0,17.3954
